id,path,x1,x2,y1,y2,C,R
113,002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,0.062,0.816,0.156156156156,0.672672672673,500.0,333.0
115,002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,0.366,0.84,0.238805970149,0.835820895522,500.0,335.0
116,002.Laysan_Albatross/Laysan_Albatross_0083_756.jpg,0.256,0.698,0.327327327327,0.921921921922,500.0,333.0
117,002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg,0.33,0.662,0.14501510574,0.954682779456,500.0,331.0
120,002.Laysan_Albatross/Laysan_Albatross_0051_1020.jpg,0.154,0.48,0.248,0.722666666667,500.0,375.0
121,003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,0.392,0.836,0.3,0.759375,500.0,320.0
122,003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,0.204,0.996,0.358543417367,0.773109243697,500.0,357.0
123,003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,0.318181818182,0.827272727273,0.266,0.832,330.0,500.0
124,003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,0.338,0.698,0.122754491018,0.868263473054,500.0,334.0
125,003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,0.00266666666667,0.845333333333,0.268,0.958,375.0,500.0
127,003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,0.184,0.838,0.349253731343,0.710447761194,500.0,335.0
128,003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,0.11,0.462,0.137640449438,0.558988764045,500.0,356.0
131,003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,0.2375,0.664583333333,0.0833333333333,0.863888888889,480.0,360.0
136,003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,0.242,0.54,0.197333333333,0.554666666667,500.0,375.0
137,003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,0.335,0.6425,0.192,0.77,400.0,500.0
138,003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,0.33,0.906,0.102102102102,0.990990990991,500.0,333.0
140,003.Sooty_Albatross/Sooty_Albatross_0045_1162.jpg,0.012,0.998,0.002,0.996,500.0,500.0
141,003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,0.251412429379,0.703389830508,0.336,0.826,354.0,500.0
142,003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,0.018,0.642,0.200598802395,0.955089820359,500.0,334.0
143,003.Sooty_Albatross/Sooty_Albatross_0021_796339.jpg,0.00333333333333,0.836666666667,0.0492957746479,0.922535211268,300.0,284.0
145,003.Sooty_Albatross/Sooty_Albatross_0064_796343.jpg,0.382,0.848,0.15223880597,0.907462686567,500.0,335.0
148,003.Sooty_Albatross/Sooty_Albatross_0017_796349.jpg,0.21,0.744,0.254966887417,0.781456953642,500.0,302.0
151,003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,0.028,0.938,0.179723502304,0.94930875576,500.0,217.0
152,003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,0.33,0.586,0.165165165165,0.822822822823,500.0,333.0
153,003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg,0.148,0.716,0.186170212766,0.936170212766,250.0,188.0
158,003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,0.0537897310513,0.848410757946,0.0288888888889,0.98,409.0,450.0
159,003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,0.0,0.8,0.0,0.919708029197,500.0,411.0
160,003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,0.278,0.952,0.0891891891892,0.951351351351,500.0,370.0
164,003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,0.0,0.886,0.222222222222,0.822822822823,500.0,333.0
166,003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,0.044,0.942,0.313099041534,0.926517571885,500.0,313.0
168,003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,0.245524296675,0.874680306905,0.116,0.818,391.0,500.0
172,003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,0.124161073826,0.869127516779,0.05625,0.9625,298.0,320.0
174,003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,0.472,0.718,0.107784431138,0.452095808383,500.0,334.0
176,003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,0.0571428571429,0.954285714286,0.0453400503778,0.969773299748,350.0,397.0
177,003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,0.0678571428571,0.721428571429,0.0214285714286,0.985714285714,280.0,420.0
181,004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg,0.28,0.562,0.202666666667,0.994666666667,500.0,375.0
182,004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,0.124,0.74,0.216,0.836,500.0,500.0
184,004.Groove_billed_Ani/Groove_Billed_Ani_0071_1559.jpg,0.183183183183,0.873873873874,0.082,0.91,333.0,500.0
187,004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg,0.23,0.876,0.167115902965,0.938005390836,500.0,371.0
188,004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg,0.142,0.782,0.129129129129,0.864864864865,500.0,333.0
189,004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg,0.4,0.622,0.447447447447,0.798798798799,500.0,333.0
194,004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg,0.122,0.876,0.138666666667,0.912,500.0,375.0
195,004.Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg,0.41,0.774,0.373333333333,0.834666666667,500.0,375.0
196,004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg,0.456,0.83,0.0843373493976,0.930722891566,500.0,332.0
197,004.Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg,0.332,0.746,0.258258258258,0.900900900901,500.0,333.0
202,004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg,0.23,0.7625,0.188,0.778,400.0,500.0
203,004.Groove_billed_Ani/Groove_Billed_Ani_0015_1653.jpg,0.242857142857,0.521428571429,0.2,0.828571428571,420.0,280.0
204,004.Groove_billed_Ani/Groove_Billed_Ani_0076_1661.jpg,0.494,0.706,0.392441860465,0.889534883721,500.0,344.0
206,004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg,0.048,0.912,0.161111111111,0.822222222222,500.0,360.0
209,004.Groove_billed_Ani/Groove_Billed_Ani_0072_1696.jpg,0.306889352818,0.615866388309,0.284,0.7,479.0,500.0
213,004.Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg,0.23,0.888,0.169054441261,0.899713467049,500.0,349.0
215,004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg,0.0714285714286,0.827922077922,0.206,0.834,308.0,500.0
216,004.Groove_billed_Ani/Groove_Billed_Ani_0091_1728.jpg,0.068,0.642,0.411940298507,0.883582089552,500.0,335.0
218,004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg,0.22,0.998,0.178666666667,0.8,500.0,375.0
220,004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg,0.22,0.476,0.225225225225,0.993993993994,500.0,333.0
221,004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg,0.58,0.87,0.292168674699,0.719879518072,500.0,332.0
222,004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493.jpg,0.09,0.63,0.109693877551,0.982142857143,500.0,392.0
224,004.Groove_billed_Ani/Groove_Billed_Ani_0058_1751.jpg,0.32,0.632,0.169712793734,0.780678851175,500.0,383.0
225,004.Groove_billed_Ani/Groove_Billed_Ani_0027_1754.jpg,0.178,0.634,0.0906666666667,0.994666666667,500.0,375.0
227,004.Groove_billed_Ani/Groove_Billed_Ani_0055_1501.jpg,0.246,0.858,0.147147147147,0.747747747748,500.0,333.0
228,004.Groove_billed_Ani/Groove_Billed_Ani_0065_1502.jpg,0.277078085642,0.828715365239,0.104,0.84,397.0,500.0
230,004.Groove_billed_Ani/Groove_Billed_Ani_0006_1763.jpg,0.376,0.77,0.453453453453,0.798798798799,500.0,333.0
232,004.Groove_billed_Ani/Groove_Billed_Ani_0061_1510.jpg,0.348348348348,0.780780780781,0.074,0.98,333.0,500.0
235,004.Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg,0.312,0.708,0.0666666666667,0.997333333333,500.0,375.0
238,004.Groove_billed_Ani/Groove_Billed_Ani_0012_1784.jpg,0.366,0.594,0.259259259259,0.833333333333,500.0,378.0
241,005.Crested_Auklet/Crested_Auklet_0061_794904.jpg,0.302395209581,0.796407185629,0.128,0.936,334.0,500.0
242,005.Crested_Auklet/Crested_Auklet_0018_1817.jpg,0.156156156156,0.990990990991,0.102,0.998,333.0,500.0
243,005.Crested_Auklet/Crested_Auklet_0010_794907.jpg,0.0658682634731,0.739520958084,0.09,0.836,334.0,500.0
245,005.Crested_Auklet/Crested_Auklet_0029_1824.jpg,0.0766871165644,0.834355828221,0.078,0.998,326.0,500.0
247,005.Crested_Auklet/Crested_Auklet_0013_794914.jpg,0.149425287356,0.819923371648,0.184375,0.846875,261.0,320.0
248,005.Crested_Auklet/Crested_Auklet_0047_794918.jpg,0.16,0.85,0.215,0.855,200.0,200.0
249,005.Crested_Auklet/Crested_Auklet_0005_794922.jpg,0.389221556886,0.916167664671,0.118,0.918,334.0,500.0
250,005.Crested_Auklet/Crested_Auklet_0019_794925.jpg,0.155,0.85,0.032967032967,0.967032967033,200.0,273.0
253,005.Crested_Auklet/Crested_Auklet_0032_794931.jpg,0.226,0.66,0.0457317073171,0.996951219512,500.0,328.0
254,005.Crested_Auklet/Crested_Auklet_0057_794932.jpg,0.0148367952522,0.928783382789,0.05,0.968,337.0,500.0
256,005.Crested_Auklet/Crested_Auklet_0045_794940.jpg,0.0369003690037,0.848708487085,0.170792079208,0.910891089109,271.0,404.0
257,005.Crested_Auklet/Crested_Auklet_0001_794941.jpg,0.104938271605,0.87962962963,0.29375,0.983333333333,324.0,480.0
258,005.Crested_Auklet/Crested_Auklet_0039_794944.jpg,0.331395348837,0.747093023256,0.15,0.826,344.0,500.0
261,005.Crested_Auklet/Crested_Auklet_0052_794952.jpg,0.110701107011,0.760147601476,0.326732673267,0.905940594059,271.0,404.0
262,005.Crested_Auklet/Crested_Auklet_0012_794960.jpg,0.351254480287,0.78853046595,0.149606299213,0.900262467192,279.0,381.0
263,005.Crested_Auklet/Crested_Auklet_0003_794962.jpg,0.12,0.572,0.144,0.848,500.0,375.0
264,005.Crested_Auklet/Crested_Auklet_0033_794964.jpg,0.504,0.726,0.162162162162,0.795795795796,500.0,333.0
266,005.Crested_Auklet/Crested_Auklet_0062_794968.jpg,0.238683127572,0.765432098765,0.178571428571,0.860714285714,243.0,280.0
267,005.Crested_Auklet/Crested_Auklet_0073_785248.jpg,0.418,0.81,0.0660660660661,0.45045045045,500.0,333.0
268,005.Crested_Auklet/Crested_Auklet_0067_785249.jpg,0.634,0.892,0.240601503759,0.914786967419,500.0,399.0
269,005.Crested_Auklet/Crested_Auklet_0066_785251.jpg,0.122352941176,0.816470588235,0.126,0.974,425.0,500.0
270,005.Crested_Auklet/Crested_Auklet_0076_785252.jpg,0.146341463415,0.787804878049,0.132,0.924,410.0,500.0
272,005.Crested_Auklet/Crested_Auklet_0071_785255.jpg,0.0,1.0,0.0,1.0,500.0,375.0
273,005.Crested_Auklet/Crested_Auklet_0077_785257.jpg,0.433486238532,0.674311926606,0.47,0.756,436.0,500.0
274,005.Crested_Auklet/Crested_Auklet_0069_785258.jpg,0.156,0.372,0.215339233038,0.569321533923,500.0,339.0
275,005.Crested_Auklet/Crested_Auklet_0075_785259.jpg,0.26,0.552,0.386666666667,0.698666666667,500.0,375.0
276,005.Crested_Auklet/Crested_Auklet_0072_785260.jpg,0.354,0.726,0.402203856749,0.878787878788,500.0,363.0
278,005.Crested_Auklet/Crested_Auklet_0063_794901.jpg,0.076,0.852,0.0422885572139,0.935323383085,500.0,402.0
280,005.Crested_Auklet/Crested_Auklet_0030_794937.jpg,0.354,0.708,0.0641330166271,0.983372921615,500.0,421.0
281,005.Crested_Auklet/Crested_Auklet_0040_794912.jpg,0.0298507462687,0.576119402985,0.314,0.862,335.0,500.0
283,006.Least_Auklet/Least_Auklet_0035_1888.jpg,0.164,0.938,0.055,0.96,500.0,400.0
284,006.Least_Auklet/Least_Auklet_0050_1924.jpg,0.225,0.675,0.25,0.876,400.0,500.0
285,006.Least_Auklet/Least_Auklet_0058_1931.jpg,0.41,0.796,0.282282282282,0.918918918919,500.0,333.0
287,006.Least_Auklet/Least_Auklet_0016_1903.jpg,0.140811455847,0.811455847255,0.068,0.968,419.0,500.0
288,006.Least_Auklet/Least_Auklet_0040_795100.jpg,0.296666666667,0.75,0.181818181818,0.79020979021,300.0,286.0
289,006.Least_Auklet/Least_Auklet_0015_795065.jpg,0.198,0.588,0.272727272727,0.831550802139,500.0,374.0
290,006.Least_Auklet/Least_Auklet_0026_795066.jpg,0.192,0.572,0.183183183183,0.798798798799,500.0,333.0
291,006.Least_Auklet/Least_Auklet_0043_795067.jpg,0.255555555556,0.605555555556,0.209302325581,0.679069767442,360.0,430.0
293,006.Least_Auklet/Least_Auklet_0045_795069.jpg,0.0858895705521,0.598159509202,0.266,0.822,326.0,500.0
294,006.Least_Auklet/Least_Auklet_0008_795071.jpg,0.0357142857143,0.971428571429,0.0261437908497,1.0,140.0,153.0
295,006.Least_Auklet/Least_Auklet_0012_795074.jpg,0.314,0.686,0.133333333333,0.912,500.0,375.0
296,006.Least_Auklet/Least_Auklet_0018_795077.jpg,0.161676646707,0.745508982036,0.236,0.83,334.0,500.0
297,006.Least_Auklet/Least_Auklet_0020_795080.jpg,0.116803278689,0.731557377049,0.18,0.806,488.0,500.0
299,006.Least_Auklet/Least_Auklet_0017_795084.jpg,0.218918918919,0.737837837838,0.214,0.872,370.0,500.0
301,006.Least_Auklet/Least_Auklet_0052_795088.jpg,0.37,0.89,0.296666666667,0.803333333333,200.0,300.0
302,006.Least_Auklet/Least_Auklet_0027_795091.jpg,0.284431137725,0.964071856287,0.222,0.842,334.0,500.0
303,006.Least_Auklet/Least_Auklet_0010_795092.jpg,0.281818181818,0.945454545455,0.19696969697,0.924242424242,220.0,330.0
305,006.Least_Auklet/Least_Auklet_0060_795095.jpg,0.24,0.65,0.111111111111,0.897897897898,500.0,333.0
306,006.Least_Auklet/Least_Auklet_0034_795096.jpg,0.08,0.883333333333,0.0466666666667,0.973333333333,300.0,450.0
307,006.Least_Auklet/Least_Auklet_0042_1874.jpg,0.15,0.686,0.173652694611,0.838323353293,500.0,334.0
310,006.Least_Auklet/Least_Auklet_0011_795109.jpg,0.0673076923077,0.927884615385,0.037037037037,0.99537037037,208.0,216.0
313,006.Least_Auklet/Least_Auklet_0030_795116.jpg,0.209973753281,0.606299212598,0.329317269076,0.979919678715,381.0,249.0
316,006.Least_Auklet/Least_Auklet_0024_795120.jpg,0.00369003690037,0.712177121771,0.262376237624,0.99504950495,271.0,404.0
317,006.Least_Auklet/Least_Auklet_0029_795122.jpg,0.235148514851,0.633663366337,0.254612546125,0.734317343173,404.0,271.0
318,006.Least_Auklet/Least_Auklet_0007_795123.jpg,0.085,0.975,0.0954198473282,1.0,200.0,262.0
319,006.Least_Auklet/Least_Auklet_0057_795126.jpg,0.487465181058,0.924791086351,0.434,0.792,359.0,500.0
320,006.Least_Auklet/Least_Auklet_0021_795127.jpg,0.244,0.7,0.164319248826,0.776995305164,500.0,426.0
321,006.Least_Auklet/Least_Auklet_0054_795130.jpg,0.306859205776,0.837545126354,0.174,0.638,277.0,500.0
322,006.Least_Auklet/Least_Auklet_0038_795132.jpg,0.268,0.532,0.198391420912,0.632707774799,500.0,373.0
323,006.Least_Auklet/Least_Auklet_0063_795134.jpg,0.0479452054795,0.936073059361,0.02,0.942,438.0,500.0
324,007.Parakeet_Auklet/Parakeet_Auklet_0004_795921.jpg,0.178391959799,0.85175879397,0.154,0.842,398.0,500.0
326,007.Parakeet_Auklet/Parakeet_Auklet_0027_795925.jpg,0.157746478873,0.69014084507,0.178,0.924,355.0,500.0
327,007.Parakeet_Auklet/Parakeet_Auklet_0056_795926.jpg,0.026,0.724,0.11797752809,0.994382022472,500.0,356.0
328,007.Parakeet_Auklet/Parakeet_Auklet_0012_795927.jpg,0.304597701149,0.870689655172,0.184,0.76,348.0,500.0
331,007.Parakeet_Auklet/Parakeet_Auklet_0007_795932.jpg,0.320547945205,0.61095890411,0.185185185185,0.958847736626,365.0,243.0
332,007.Parakeet_Auklet/Parakeet_Auklet_0041_795933.jpg,0.173913043478,0.665217391304,0.123595505618,0.97191011236,230.0,178.0
333,007.Parakeet_Auklet/Parakeet_Auklet_0035_795934.jpg,0.188571428571,0.774285714286,0.18669527897,0.783261802575,350.0,466.0
334,007.Parakeet_Auklet/Parakeet_Auklet_0038_795935.jpg,0.193181818182,0.977272727273,0.266,0.868,352.0,500.0
335,007.Parakeet_Auklet/Parakeet_Auklet_0069_795936.jpg,0.276,0.858,0.178921568627,0.94362745098,500.0,408.0
336,007.Parakeet_Auklet/Parakeet_Auklet_0073_795939.jpg,0.29,0.538,0.273255813953,0.747093023256,500.0,344.0
338,007.Parakeet_Auklet/Parakeet_Auklet_0036_795943.jpg,0.324,0.672,0.0293333333333,1.0,500.0,375.0
339,007.Parakeet_Auklet/Parakeet_Auklet_0028_795944.jpg,0.336134453782,0.848739495798,0.344,0.9,357.0,500.0
341,007.Parakeet_Auklet/Parakeet_Auklet_0043_795948.jpg,0.37,0.686,0.018018018018,0.96996996997,500.0,333.0
342,007.Parakeet_Auklet/Parakeet_Auklet_0045_795953.jpg,0.289256198347,0.969696969697,0.192,0.828,363.0,500.0
345,007.Parakeet_Auklet/Parakeet_Auklet_0047_795956.jpg,0.135501355014,0.647696476965,0.328,0.886,369.0,500.0
347,007.Parakeet_Auklet/Parakeet_Auklet_0062_795958.jpg,0.132231404959,0.719008264463,0.214,0.852,363.0,500.0
349,007.Parakeet_Auklet/Parakeet_Auklet_0042_795961.jpg,0.246,0.974,0.0919540229885,0.885057471264,500.0,348.0
353,007.Parakeet_Auklet/Parakeet_Auklet_0080_795965.jpg,0.338,0.796,0.247222222222,0.913888888889,500.0,360.0
355,007.Parakeet_Auklet/Parakeet_Auklet_0065_795969.jpg,0.2,0.786666666667,0.192913385827,0.751968503937,300.0,254.0
358,007.Parakeet_Auklet/Parakeet_Auklet_0001_795972.jpg,0.269461077844,0.943113772455,0.2,0.828,334.0,500.0
359,007.Parakeet_Auklet/Parakeet_Auklet_0059_795973.jpg,0.13,0.512,0.140718562874,0.488023952096,500.0,334.0
361,007.Parakeet_Auklet/Parakeet_Auklet_0025_795975.jpg,0.248908296943,0.748908296943,0.184,0.836,458.0,500.0
362,007.Parakeet_Auklet/Parakeet_Auklet_0074_795976.jpg,0.156,0.978,0.178885630499,0.99706744868,500.0,341.0
364,007.Parakeet_Auklet/Parakeet_Auklet_0048_795980.jpg,0.24251497006,0.808383233533,0.124,0.948,334.0,500.0
366,007.Parakeet_Auklet/Parakeet_Auklet_0003_795982.jpg,0.27027027027,0.942942942943,0.114,0.948,333.0,500.0
367,007.Parakeet_Auklet/Parakeet_Auklet_0032_795986.jpg,0.0743801652893,0.97520661157,0.235294117647,0.994117647059,121.0,170.0
368,007.Parakeet_Auklet/Parakeet_Auklet_0019_795987.jpg,0.0,0.860262008734,0.0774647887324,0.996478873239,229.0,284.0
374,007.Parakeet_Auklet/Parakeet_Auklet_0076_796001.jpg,0.240223463687,0.709497206704,0.18,0.89,358.0,500.0
375,007.Parakeet_Auklet/Parakeet_Auklet_0078_2004.jpg,0.219219219219,0.750750750751,0.134,0.936,333.0,500.0
376,007.Parakeet_Auklet/Parakeet_Auklet_0024_2045.jpg,0.443890274314,0.780548628429,0.258,0.568,401.0,500.0
377,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0028_2056.jpg,0.056,0.932,0.214925373134,0.713432835821,500.0,335.0
378,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0020_2195.jpg,0.344,0.778,0.296,0.566,500.0,500.0
379,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0021_2089.jpg,0.0,0.99,0.030959752322,0.996904024768,500.0,323.0
380,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0043_2096.jpg,0.0,0.72,0.0152671755725,0.997455470738,500.0,393.0
385,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0023_797501.jpg,0.32,0.55,0.232,0.506666666667,500.0,375.0
388,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0016_2114.jpg,0.138,0.85,0.151515151515,0.787878787879,500.0,396.0
